WKT;codvia;lf_add;lt_add;rf_add;rt_add;tipcalle;nomcalle;longitud;tipnomcall
"LINESTRING (729455.713 4369511.738,729440.058 4369402.025,729428.21 4369350.734,729413.421 4369288.44799999986,729391.014 4369198.807,729374.16 4369133.842,729360.44 4369083.39599999972,729352.013 4369054.727,729342.008 4369027.637,729335.682 4368995.11)";2550;0;0;8;54;C;ALGEMESI;0.00000;C. ALGEMESI
"LINESTRING (729291.874 4369642.543,729278.709 4369541.18599999975)";10890;65;65;0;0;C;BERNABE GARCIA;0.00000;C. BERNABE GARCIA
"LINESTRING (729605.656 4364535.72499999963,729626.266 4364451.696,729651.493 4364357.31099999975,729670.268 4364298.1,729684.301 4364255.85099999979)";46770;0;0;0;0;CRA;RIO;0.00000;CRA. RIO
"LINESTRING (729605.656 4364535.72499999963,729633.833 4364539.69199999981,729667.531 4364536.52199999988,729684.975 4364534.541,729703.608 4364532.16299999971,729706.779 4364531.76599999983,729711.14 4364532.954,729719.862 4364536.122,729741.271 4364541.666,729774.176 4364544.831,729841.969 4364549.97599999979)";15870;5;5;0;0;ENTRD;CASA DON CARLOS;0.00000;ENTRD. CASA DON CARLOS
"LINESTRING (729396.877 4365571.27599999961,729423.772 4365402.45,729465.669 4365160.779,729494.427 4364987.375,729521.32 4364851.82199999969,729527.319 4364843.23699999973,729552.344 4364745.855,729605.053 4364538.042,729605.656 4364535.72499999963)";46770;0;0;0;0;CRA;RIO;0.00000;CRA. RIO
"LINESTRING (729684.301 4364255.85099999979,729746.001 4364099.66899999976)";46770;0;0;0;0;CRA;RIO;0.00000;CRA. RIO
"LINESTRING (729746.001 4364099.66899999976,729767.426 4364049.274,729777.667 4364009.098,729805.809 4363916.78299999982,729820.604 4363875.849,729828.191 4363859.551,729833.881 4363838.326,729843.777 4363805.024,729851.364 4363764.848,729855.535 4363728.463,729856.671 4363667.063,729858.713 4363615.704,729865.812 4363531.745,729868.77 4363505.138,729866.402 4363474.984,729850.42 4363409.35599999968,729832.055 4363372.923,729816.438 4363356.761)";46770;515;521;0;0;CRA;RIO;0.00000;CRA. RIO
"LINESTRING (729746.001 4364099.66899999976,729754.341 4364103.835,729768.104 4364110.084,729776.862 4364113.83299999963,729799.801 4364119.665,729820.236 4364124.66399999987,729848.178 4364126.329,729871.95 4364128.41,729885.713 4364129.244,729917.408 4364130.90799999982,729988.494 4364136.66899999976,730009.225 4364138.00399999972,730027.283 4364142.68,730027.248 4364158.127,730010.53 4364180.84499999974,730001.168 4364208.241,729990.469 4364226.95)";63210;0;0;2;8;ENTRD;RECHOLAR;0.00000;ENTRD. RECHOLAR
"LINESTRING (726624.982 4367915.58299999963,726626.18 4367924.352,726634.871 4367945.815,726629.319 4367950.39699999988,726617.25 4367955.221,726600.354 4367963.66199999955,726597.216 4367967.761,726608.32 4367990.671)";3360;0;0;56;60;C;ALQUERIA DE AZNAR;0.00000;C. ALQUERIA DE AZNAR
"LINESTRING (726634.871 4367945.815,726665.286 4368011.65199999977,726584.639 4368039.3,726595.744 4368077.16299999971)";3360;0;0;64;64;C;ALQUERIA DE AZNAR;0.00000;C. ALQUERIA DE AZNAR
"LINESTRING (726457.64 4367973.104,726471.38 4368006.96,726486.542 4368036.673,726493.831 4368052.98599999957,726496.748 4368064.346,726506.954 4368089.98,726511.037 4368099.707)";3360;0;0;68;74;C;ALQUERIA DE AZNAR;0.00000;C. ALQUERIA DE AZNAR
"LINESTRING (728040.61 4367614.826,727987.059 4367622.24,727960.494 4367626.34399999958,727936.942 4367631.543,727902.983 4367638.383)";12270;11;11;0;0;CMNO;BROSQUIL;0.00000;CMNO. BROSQUIL
"LINESTRING (723767.227 4368620.319,723742.215 4368613.61699999962)";4080;0;0;12;14;ENTRD;ALQUERIA NOVA;0.00000;ENTRD. ALQUERIA NOVA
"LINESTRING (723730.069 4368814.696,723736.09 4368805.398,723739.921 4368779.695,723745.393 4368745.241,723748.129 4368729.92899999954,723749.772 4368715.16299999971,723752.842 4368696.69799999986,723753.97 4368682.60599999968,723755.098 4368666.25899999961,723757.92 4368657.80399999954,723767.227 4368620.319)";4080;1;1;2;10;ENTRD;ALQUERIA NOVA;0.00000;ENTRD. ALQUERIA NOVA
"LINESTRING (723873.992 4368380.03699999955,723872.025 4368367.592,723870.057 4368351.87,723867.434 4368325.66899999976,723866.121 4368307.98199999984)";9180;0;0;0;0;ENTRD;BARRAQUES DE LLACER;0.00000;ENTRD. BARRAQUES DE LLACER
"LINESTRING (723941.484 4368420.295,723854.229 4368433.613,723815.126 4368438.622)";1110;0;0;0;0;CTRA;ALBA;0.00000;CTRA. ALBA
"LINESTRING (723815.126 4368438.622,723766.499 4368445.13399999961,723695.815 4368455.15099999961,723609.589 4368467.173)";1110;0;0;0;0;CTRA;ALBA;0.00000;CTRA. ALBA
"LINESTRING (723609.589 4368467.173,723617.967 4368513.746)";3210;0;0;2;8;ENTRD;ALQUERIA DE ALBA;0.00000;ENTRD. ALQUERIA DE ALBA
"LINESTRING (723609.589 4368467.173,723570.487 4368473.183,723539.907 4368477.19,723519.207 4368477.68599999975,723500.111 4368483.274)";1110;0;0;70;70;CTRA;ALBA;0.00000;CTRA. ALBA
"LINESTRING (723815.126 4368438.622,723809.386 4368430.893,723798.718 4368401.746,723794.942 4368393.6,723785.539 4368355.676,723779.893 4368336.553)";3300;0;0;2;6;CMNO;ALQUERIA DE L´ANIMA;0.00000;CMNO. ALQUERIA DE L´ANIMA
"LINESTRING (727869.179 4370484.349,727894.261 4370494.471,728155.254 4370733.915,728168.081 4370738.916)";81740;0;0;0;0;LUG;PONT DE L´ASSUT DE L´OR;0.00000;LUG. PONT DE L´ASSUT DE L´OR
"LINESTRING (727896.167 4370458.177,727915.631 4370464.75,728189.379 4370716.27599999961)";81740;0;0;0;0;LUG;PONT DE L´ASSUT DE L´OR;0.00000;LUG. PONT DE L´ASSUT DE L´OR
"LINESTRING (727097.734 4370003.491,727000.68 4370167.393)";81739;1;5;0;0;C;EP ENTRADA FABA 6;0.00000;C. EP ENTRADA FABA 6
"LINESTRING (725099.831 4375804.608,725138.704 4375863.399,725172.718 4375909.246,725182.976 4375919.494,725189.994 4375930.28199999966,725197.553 4375948.081,725200.252 4375961.02599999961,725202.412 4375985.837,725205.651 4375997.16399999987,725208.657 4376006.114)";15300;1;1;2;2;CMNO;CARPESA A MONCADA;0.00000;CMNO. CARPESA A MONCADA
"LINESTRING (725208.657 4376006.114,725197.831 4376010.63499999978,725150.867 4376028.136,725156.085 4376038.189,725157.576 4376087.713,725158.694 4376096.27699999977,725162.794 4376102.60699999984,725167.64 4376132.024,725243.567 4376117.704)";15300;3;15;0;0;CMNO;CARPESA A MONCADA;0.00000;CMNO. CARPESA A MONCADA
"LINESTRING (725509.955 4376059.49299999978,725510.593 4376050.16299999971,725506.788 4376042.56099999975,725505.647 4376026.978,725505.266 4376007.593)";4260;3;3;2;2;ENTRD;ALQUERIA RATA;0.00000;ENTRD. ALQUERIA RATA
"LINESTRING (725609.667 4376306.638,725606.524 4376309.974,725601.221 4376311.15099999961,725532.672 4376319.588)";4260;11;11;0;0;ENTRD;ALQUERIA RATA;0.00000;ENTRD. ALQUERIA RATA
"LINESTRING (725278.105 4376212.24799999967,725287.988 4376205.258,725324.207 4376191.302,725355.251 4376179.93,725374.913 4376180.44699999969,725379.57 4376179.93,725434.932 4376144.264,725457.18 4376130.308,725469.598 4376120.48699999973,725493.398 4376094.125,725503.746 4376076.55,725509.955 4376059.49299999978,725520.304 4376064.14499999955,725568.422 4376091.024,725583.945 4376121.52099999972,725602.902 4376180.024,725609.667 4376292.11799999978,725609.667 4376306.638,725614.97 4376319.785)";4260;1;7;4;10;ENTRD;ALQUERIA RATA;0.00000;ENTRD. ALQUERIA RATA
"LINESTRING (725865.873 4376166.552,725856.735 4376180.596,725849.354 4376191.48099999968,725848.651 4376208.335,725838.81 4376226.945,725838.81 4376233.616,725849.706 4376253.279,725857.438 4376269.43099999987,725811.747 4376272.591,725778.709 4376274.347,725764.298 4376274.347,725691.897 4376262.40799999982,725682.758 4376259.599,725674.675 4376253.279,725656.75 4376239.93599999975,725650.072 4376232.212,725632.147 4376211.847,725613.519 4376189.72599999979,725605.435 4376181.65,725602.902 4376180.024)";4260;9;9;0;0;ENTRD;ALQUERIA RATA;0.00000;ENTRD. ALQUERIA RATA
"LINESTRING (725422.267 4377895.269,725415.242 4377985.738,725402.86 4378117.062,725402.035 4378129.013,725398.322 4378228.131,725402.035 4378258.626,725411.935 4378315.34499999974,725412.76 4378368.092,725410.344 4378399.48699999973)";13350;0;0;0;0;CMNO;CALVARIO;0.00000;CMNO. CALVARIO
"LINESTRING (725402.035 4378129.013,725420.316 4378131.94,725438.466 4378135.23699999973,725483.428 4378143.89099999983,725540.765 4378150.89599999972,725608.414 4378160.786,725647.189 4378167.38)";13350;0;0;8;8;CMNO;CALVARIO;0.00000;CMNO. CALVARIO
"LINESTRING (725647.189 4378167.38,725665.93 4378166.75499999989,725680.943 4378163.959,725724.965 4378162.434,725766.95 4378160.90799999982)";13350;0;0;0;0;CMNO;CALVARIO;0.00000;CMNO. CALVARIO
"LINESTRING (725415.242 4377985.738,725420.836 4377987.15199999977,725460.072 4377992.37799999956,725481.26 4377995.514,725505.324 4377999.695,725523.111 4378004.399,725533.312 4378005.967,725551.099 4378007.796,725565.748 4378011.716,725576.996 4378028.963)";13350;0;0;2;2;CMNO;CALVARIO;0.00000;CMNO. CALVARIO
"LINESTRING (724632.783 4377792.024,724601.907 4377796.383,724543.509 4377805.43599999975,724532.434 4377806.77699999977,724526.728 4377808.11799999978,724522.7 4377810.801,724507.262 4377814.824,724489.474 4377813.148,724483.433 4377816.165,724482.09 4377819.518,724484.44 4377837.28899999987)";10350;1;3;0;0;CMNO;BENIFARAIG A MONCADA;0.00000;CMNO. BENIFARAIG A MONCADA
"LINESTRING (724525.158 4378197.585,724545.85 4378203.849,724564.418 4378207.03699999955,724589.658 4378206.747,724654.355 4378209.06599999964,724662.303 4378208.116)";11760;1;1;0;0;ENTRD;BOQUERA;0.00000;ENTRD. BOQUERA
"LINESTRING (724658.562 4378122.376,724756.223 4378109.153,724766.597 4378099.50399999972,724830.99 4378102.72,724835.998 4378099.50399999972,724841.722 4378094.143,724902.536 4378117.01599999983,724878.568 4378182.417,724879.999 4378189.207,724940.456 4378205.64599999972,724942.96 4378209.22,724944.033 4378214.224,724939.307 4378237.138,724930.322 4378267.177,724918.917 4378287.893)";3990;1;1;0;0;ENTRD;ALQUERIA MICHETA;0.00000;ENTRD. ALQUERIA MICHETA
"LINESTRING (724666.498 4378251.53699999955,724680.502 4378246.121,724787.873 4378252.16)";10350;0;0;28;28;CMNO;BENIFARAIG A MONCADA;0.00000;CMNO. BENIFARAIG A MONCADA
"LINESTRING (724758.96 4377993.349,724766.613 4377984.03899999987,724771.506 4377982.60099999979,724831.094 4377986.915,724833.109 4377981.16299999971,724835.987 4377944.928,724836.275 4377920.484,724836.851 4377906.105,724838.578 4377894.602,724842.607 4377888.85099999979,724855.849 4377888.85099999979)";10350;0;0;8;8;CMNO;BENIFARAIG A MONCADA;0.00000;CMNO. BENIFARAIG A MONCADA
"LINESTRING (724655.748 4377996.382,724676.129 4377995.73199999984,724728.82 4377994.432,724758.96 4377993.349)";10350;0;0;12;12;CMNO;BENIFARAIG A MONCADA;0.00000;CMNO. BENIFARAIG A MONCADA
"LINESTRING (724650.57 4377937.747,724665.251 4377930.557,724715.915 4377907.263)";10350;0;0;6;6;CMNO;BENIFARAIG A MONCADA;0.00000;CMNO. BENIFARAIG A MONCADA
"LINESTRING (723771.611 4377344.00499999989,723714.176 4377358.0,723700.167 4377361.26599999983,723657.675 4377364.065,723643.665 4377306.21899999958,723637.595 4377281.495,723623.068 4377236.25899999961,723614.557 4377208.86199999973,723607.158 4377185.667,723606.029 4377176.085,723604.388 4377148.165,723599.718 4377067.461,723597.85 4377032.007)";33990;0;0;2;4;SENDA;GODELLA;0.00000;SENDA. GODELLA
"LINESTRING (723423.803 4377150.426,723433.465 4377192.56599999964,723438.649 4377237.767,723447.365 4377314.44,723447.837 4377318.678,723470.0 4377375.33299999963,723492.616 4377416.338,723512.19 4377453.477,723515.725 4377462.423,723526.801 4377491.615,723532.978 4377503.37,723529.477 4377504.72599999979,723531.37 4377509.206,723537.149 4377521.35,723549.468 4377549.211,723560.677 4377574.52199999988)";33990;0;0;8;10;SENDA;GODELLA;0.00000;SENDA. GODELLA
"LINESTRING (722900.928 4380055.44099999964,722831.297 4380009.199)";81714;1;17;2;20;C;DIEGO SEVILLA (CATEDRATIC);0.00000;C. DIEGO SEVILLA (CATEDRATIC)
"LINESTRING (724340.846 4377588.972,724349.575 4377584.696,724376.12 4377566.02699999977,724413.282 4377532.932,724462.65 4377489.511,724489.195 4377463.417)";11880;0;0;26;26;CMNO;BORBOTO A MASARROCHOS;0.00000;CMNO. BORBOTO A MASARROCHOS
"LINESTRING (724341.663 4377564.78799999971,724279.303 4377554.34399999958)";11880;19;19;0;0;CMNO;BORBOTO A MASARROCHOS;0.00000;CMNO. BORBOTO A MASARROCHOS
"LINESTRING (724125.074 4378396.459,724095.311 4378441.205,724035.216 4378501.922,723992.194 4378548.314)";11880;0;0;0;0;CMNO;BORBOTO A MASARROCHOS;0.00000;CMNO. BORBOTO A MASARROCHOS
"LINESTRING (724308.644 4377820.331,724314.79 4377883.77699999977,724315.473 4377900.83299999963,724310.68 4377918.273)";11880;0;0;28;28;CMNO;BORBOTO A MASARROCHOS;0.00000;CMNO. BORBOTO A MASARROCHOS
"LINESTRING (724310.68 4377918.273,724314.913 4377918.77099999972,724345.124 4377905.084,724361.987 4377898.416,724384.119 4377879.46399999969,724406.25 4377871.74299999978,724437.515 4377938.07299999986)";11880;0;0;36;36;CMNO;BORBOTO A MASARROCHOS;0.00000;CMNO. BORBOTO A MASARROCHOS
"LINESTRING (724244.026 4378109.95799999963,724293.687 4378115.315,724334.723 4378113.21899999958)";11880;0;0;42;42;CMNO;BORBOTO A MASARROCHOS;0.00000;CMNO. BORBOTO A MASARROCHOS
"LINESTRING (724525.158 4378197.585,724499.132 4378199.177,724473.371 4378202.096,724459.826 4378201.565,724438.845 4378207.40199999977,724436.189 4378216.954)";11760;3;5;0;0;ENTRD;BOQUERA;0.00000;ENTRD. BOQUERA
"LINESTRING (723998.67 4378021.251,724012.032 4378011.239,724038.338 4378009.988,724067.566 4378003.73,724098.883 4377987.462,724127.277 4377978.284,724171.956 4377962.85,724197.009 4377950.335,724218.305 4377939.90699999966,724230.831 4377931.98099999968,724298.475 4377918.632,724310.68 4377918.273)";11880;39;39;0;0;CMNO;BORBOTO A MASARROCHOS;0.00000;CMNO. BORBOTO A MASARROCHOS
"LINESTRING (724219.215 4378186.541,724244.026 4378109.95799999963,724260.145 4378067.252,724275.851 4378029.729,724294.289 4377966.96399999969,724310.68 4377918.273)";11880;25;43;38;44;CMNO;BORBOTO A MASARROCHOS;0.00000;CMNO. BORBOTO A MASARROCHOS
"LINESTRING (723104.138 4373437.78,723056.585 4373522.98599999957)";81656;9;9;10;10;C;SERRA CALDERONA;0.00000;C. SERRA CALDERONA
"LINESTRING (727350.079 4367810.613,727298.534 4367817.74899999984,727282.879 4367820.695)";47370;0;0;14;18;CTRA;MAUROS;0.00000;CTRA. MAUROS
"LINESTRING (727302.675 4367667.65199999977,727318.188 4367665.536,727328.468 4367663.281,727328.217 4367657.77,727324.204 4367630.718,727317.68 4367588.08)";47370;0;0;42;52;CTRA;MAUROS;0.00000;CTRA. MAUROS
"LINESTRING (723262.103 4374170.58,723254.362 4374166.15799999982)";81577;0;0;0;0;C;"SAFOR, DE LA";0.00000;"C. SAFOR, DE LA"
"LINESTRING (723416.37 4373905.309,723262.103 4374170.58)";81269;7;15;0;0;C;REINA VIOLANTE;0.00000;C. REINA VIOLANTE
"LINESTRING (726399.986 4373278.11,726374.472 4373198.545)";81729;0;0;0;0;C;JARDINEROS MAYORES PERIS;0.00000;C. JARDINEROS MAYORES PERIS
"LINESTRING (725327.693 4369657.973,725404.983 4369651.86699999962,725398.378 4369606.16899999976,725321.504 4369614.07799999975)";81727;1;9;2;6;PL;EP ISLA FORMENTERA 16 (PARALELA);0.00000;PL. EP ISLA FORMENTERA 16 (PARALELA)
"LINESTRING (725398.378 4369606.16899999976,725395.242 4369583.184)";81727;0;0;8;8;PL;EP ISLA FORMENTERA 16 (PARALELA);0.00000;PL. EP ISLA FORMENTERA 16 (PARALELA)
"LINESTRING (725038.084 4377074.07,725019.818 4377044.945,725007.641 4377042.18,724989.004 4376991.71,724960.588 4376915.638,724974.427 4376908.264,724973.873 4376904.393,724944.111 4376822.02199999988,724942.266 4376819.257,724861.082 4376834.37299999967,724766.306 4376829.689)";4650;11;11;0;0;CMNO;ALQUERIAS DE CARRUCHA;0.00000;CMNO. ALQUERIAS DE CARRUCHA
"LINESTRING (724766.306 4376829.689,724764.238 4376858.48699999973)";4650;5;9;0;0;CMNO;ALQUERIAS DE CARRUCHA;0.00000;CMNO. ALQUERIAS DE CARRUCHA
"LINESTRING (724684.297 4376907.154,724648.545 4376896.27199999988,724621.464 4376889.206,724607.837 4376887.386,724577.021 4376885.16,724540.066 4376882.312,724517.417 4376876.5,724477.494 4376871.63499999978,724398.657 4376857.53899999987)";3960;1;3;2;2;CMNO;ALQUERIA DE MARQUET;0.00000;CMNO. ALQUERIA DE MARQUET
"LINESTRING (725292.051 4375799.50399999972,725295.672 4375818.946,725296.393 4375836.94799999986,725296.753 4375854.95,725319.097 4375889.87399999984,725358.378 4375942.44,725392.614 4375936.67899999954)";3600;1;3;0;0;CMNO;ALQUERIA CASANI;0.00000;CMNO. ALQUERIA CASANI
"LINESTRING (725822.587 4372894.49299999978,725833.021 4372941.01499999966,725869.535 4372933.223,725862.622 4372899.751,725822.587 4372894.49299999978)";81725;0;0;0;0;PL;DECIMO JUNIO BRUTO (CONSOL ROMA);0.00000;PL. DECIMO JUNIO BRUTO (CONSOL ROMA)
"LINESTRING (728784.527 4369509.40799999982,728778.374 4369600.45,728764.803 4369748.09499999974,728764.803 4369796.305,728734.644 4369898.75399999972,728715.041 4369960.52599999961,728704.486 4370016.269,728666.787 4370136.798)";74640;3;41;2;6;CMNO;VALLADAR;0.00000;CMNO. VALLADAR
"LINESTRING (728811.6 4369137.014,728786.685 4369027.477)";74640;0;0;46;46;CMNO;VALLADAR;0.00000;CMNO. VALLADAR
"LINESTRING (728705.933 4368874.82299999986,728712.247 4368829.85)";74850;0;0;12;16;ENTRD;VAZQUEZ;0.00000;ENTRD. VAZQUEZ
"LINESTRING (728784.527 4369509.40799999982,728792.436 4369460.96399999969,728788.434 4369434.91299999971,728798.374 4369338.904,728801.023 4369275.64499999955,728808.308 4369169.046,728811.6 4369137.014)";74640;69;69;40;40;CMNO;VALLADAR;0.00000;CMNO. VALLADAR
"LINESTRING (721819.221 4374679.77099999972,721793.535 4374655.871)";54250;163;163;0;0;C;PADRE BARRANCO;0.00000;C. PADRE BARRANCO
"LINESTRING (721578.197 4374385.689,721607.292 4374346.71499999985)";54250;141;141;0;0;C;PADRE BARRANCO;0.00000;C. PADRE BARRANCO
"LINESTRING (728713.371 4368777.341,728716.518 4368780.28299999982,728716.715 4368807.309,728719.074 4368811.16299999971,728733.864 4368812.161,728736.098 4368828.177)";12810;5;7;0;0;ENTRD;CABOTA;0.00000;ENTRD. CABOTA
"LINESTRING (728713.371 4368777.341,728719.03 4368733.728,728721.95 4368716.68099999987)";12810;0;0;8;10;ENTRD;CABOTA;0.00000;ENTRD. CABOTA
"LINESTRING (721726.505 4375490.518,721770.425 4375414.727)";81570;0;0;0;0;C;FREDERIC JORDAN I CALVO (PRESIDENT DE LA SOC;0.00000;C. FREDERIC JORDAN I CALVO (PRESIDENT DE LA SOC
"LINESTRING (728578.566 4369231.03199999966,728567.128 4369230.312,728496.537 4369234.409,728496.537 4369240.83899999969)";38290;0;0;188;188;AV;JESUS MORANTE BORRAS;0.00000;AV. JESUS MORANTE BORRAS
"LINESTRING (726947.385 4374514.678,726959.033 4374549.59499999974)";25380;0;0;0;0;C;DOLORES MARQUES;0.00000;C. DOLORES MARQUES
"LINESTRING (726783.934 4374572.11799999978,726947.385 4374514.678)";81501;0;0;0;0;C;CIRCUL DE BELLES ARTS;0.00000;C. CIRCUL DE BELLES ARTS
"LINESTRING (722928.131 4380017.293,722855.323 4379967.57)";81715;0;0;2;18;C;JUAN BALLESTER (ESCRIPTOR);0.00000;C. JUAN BALLESTER (ESCRIPTOR)
"LINESTRING (722928.131 4380017.293,722957.5 4379976.10699999984)";70890;0;0;20;20;C;SENENT IBAÑEZ;0.00000;C. SENENT IBAÑEZ
"LINESTRING (731253.856 4355004.809,731239.427 4355365.235,731273.914 4355428.529,731276.319 4355448.559,731257.867 4355497.899,731246.639 4355525.14,731215.763 4355844.82199999969,731211.856 4355876.393,731208.947 4355955.84399999958,731202.159 4356026.574,731188.581 4356109.9,731183.732 4356132.18499999959,731143.949 4356231.51499999966,731144.919 4356247.018,731162.377 4356283.836,731151.71 4356370.069,731138.117 4356446.19,731122.6 4356592.496,731114.816 4356719.00499999989,731078.933 4356869.18499999959,731065.356 4356920.53799999971,731053.717 4356969.95299999975)";55410;11;37;8;36;CMNO;PALMAR;0.00000;CMNO. PALMAR
"LINESTRING (727176.156 4371950.50499999989,727168.28 4371924.07,727223.175 4371904.03899999987,727208.855 4371851.582,727220.66 4371841.08,727202.172 4371831.076,727145.259 4371961.29899999965)";81500;1;3;2;4;PL;ARQUITECTOS CALVO;0.00000;PL. ARQUITECTOS CALVO
"LINESTRING (727145.259 4371961.29899999965,727176.156 4371950.50499999989)";37470;0;0;0;0;C;ISLAS CANARIAS;0.00000;C. ISLAS CANARIAS
"LINESTRING (727217.817 4371709.619,727230.379 4371745.922)";70860;0;0;12;12;C;ANTIGA SENDA SENENT;0.00000;C. ANTIGA SENDA SENENT
"LINESTRING (723481.729 4373806.524,723416.37 4373905.309)";81269;5;5;0;0;C;REINA VIOLANTE;0.00000;C. REINA VIOLANTE
"LINESTRING (729440.994 4373287.297,729443.679 4373318.802,729498.615 4373314.808,729493.542 4373275.103)";81318;1;5;0;0;PL;MUSICO ANTONIO EXIMENO;0.00000;PL. MUSICO ANTONIO EXIMENO
"LINESTRING (724276.348 4367721.05399999954,724261.352 4367665.241)";81352;1;1;0;0;C;EP REAL DE MADRID 102;0.00000;C. EP REAL DE MADRID 102
"LINESTRING (726043.942 4369393.619,726031.335 4369241.41199999955)";7860;7;7;0;0;CMNO;AZAGADOR DEL MORRO;0.00000;CMNO. AZAGADOR DEL MORRO
"LINESTRING (724210.132 4374506.043,724179.501 4374464.72499999963)";81756;1;3;2;2;PL;VICENT ANDRES ESTELLES (POETA);0.00000;PL. VICENT ANDRES ESTELLES (POETA)
"LINESTRING (724209.063 4374448.774,724179.501 4374464.72499999963,724152.856 4374479.10099999979)";81756;7;7;6;6;PL;VICENT ANDRES ESTELLES (POETA);0.00000;PL. VICENT ANDRES ESTELLES (POETA)
"LINESTRING (731199.701 4355009.346,731200.568 4355038.877,731200.466 4355060.275,731200.146 4355082.454)";81155;0;0;0;0;C;PINTOR MARTI GIRBES;0.00000;C. PINTOR MARTI GIRBES
"LINESTRING (724917.86 4370116.096,724923.193 4370161.62399999984)";81745;0;0;2;4;C;EP JUAN DE CELAYA 17;0.00000;C. EP JUAN DE CELAYA 17
"LINESTRING (724676.676 4374734.705,724750.605 4374704.332,724761.636 4374702.672)";26460;0;0;2;2;AV;"ECUADOR, EL";0.00000;"AV. ECUADOR, EL"
"LINESTRING (724761.636 4374702.672,724739.08 4374783.074)";33210;31;31;0;0;C;GENERAL LLORENS;0.00000;C. GENERAL LLORENS
"LINESTRING (724404.101 4375126.558,724409.076 4375126.779,724414.208 4375126.11699999962,724419.174 4375124.298,724424.472 4375120.659,724427.286 4375118.508,724430.43 4375114.94199999981)";81743;0;0;2;2;C;MARIA FERNANDA D´OCON (ACTRIU);0.00000;C. MARIA FERNANDA D´OCON (ACTRIU)
"LINESTRING (724352.862 4375187.82199999969,724404.101 4375126.558)";81743;0;0;4;6;C;MARIA FERNANDA D´OCON (ACTRIU);0.00000;C. MARIA FERNANDA D´OCON (ACTRIU)
"LINESTRING (724392.595 4375116.934,724392.163 4375111.69799999986,724392.163 4375106.57,724392.991 4375100.285,724394.978 4375095.984,724396.799 4375092.676,724399.762 4375089.011)";81743;0;0;0;0;C;MARIA FERNANDA D´OCON (ACTRIU);0.00000;C. MARIA FERNANDA D´OCON (ACTRIU)
"LINESTRING (724341.381 4375178.167,724392.595 4375116.934)";81743;1;1;0;0;C;MARIA FERNANDA D´OCON (ACTRIU);0.00000;C. MARIA FERNANDA D´OCON (ACTRIU)
"LINESTRING (724341.381 4375178.167,724342.875 4375189.621,724352.862 4375187.82199999969)";81743;0;0;0;0;C;MARIA FERNANDA D´OCON (ACTRIU);0.00000;C. MARIA FERNANDA D´OCON (ACTRIU)
"LINESTRING (724342.875 4375189.621,724313.039 4375225.00499999989)";81743;0;0;0;0;C;MARIA FERNANDA D´OCON (ACTRIU);0.00000;C. MARIA FERNANDA D´OCON (ACTRIU)
"LINESTRING (724313.039 4375225.00499999989,724239.252 4375308.386)";81743;5;5;0;0;C;MARIA FERNANDA D´OCON (ACTRIU);0.00000;C. MARIA FERNANDA D´OCON (ACTRIU)
"LINESTRING (727935.005 4367464.353,727950.656 4367437.696,727963.943 4367414.16299999971,727977.23 4367387.61199999973,727987.498 4367369.51,727998.974 4367351.40699999966,728003.865 4367340.90199999977,728002.657 4367330.041,728056.407 4367164.7,728070.97 4367120.29399999976,728084.256 4367079.262,728093.315 4367047.279,728099.354 4367019.52199999988,728103.273 4366990.37)";34930;51;59;0;0;C;GUADIANA;0.00000;C. GUADIANA
"LINESTRING (727728.353 4367854.21899999958,727738.453 4367784.433,727741.322 4367766.865,727749.023 4367737.508,727760.434 4367712.997,727805.466 4367644.87799999956,727838.254 4367587.825,727868.454 4367550.41299999971,727906.505 4367501.536,727935.005 4367464.353)";34930;19;33;18;22;C;GUADIANA;0.00000;C. GUADIANA
"LINESTRING (727719.99 4367910.099,727728.353 4367854.21899999958)";34930;0;0;0;0;C;GUADIANA;0.00000;C. GUADIANA
"LINESTRING (723049.288 4373613.52,722968.328 4373617.156,722935.777 4373611.525,722909.227 4373610.798,722868.857 4373617.15699999966,722833.952 4373621.80599999987,722822.025 4373622.842,722810.412 4373621.61199999973)";7350;1;1;0;0;PDA;ARRIBA;0.00000;PDA. ARRIBA
"LINESTRING (723982.18 4373698.22,724016.797 4373720.114,724057.639 4373652.937,724020.781 4373634.029,723982.43 4373698.22)";81742;1;1;0;0;PL;MELCHOR HOYOS PEREZ;0.00000;PL. MELCHOR HOYOS PEREZ
"LINESTRING (724340.161 4375039.36099999957,724414.905 4375101.25399999972,724471.665 4375151.298)";81614;5;11;0;0;C;CARLOS CLIMENT GONZALEZ (JURISTA);0.00000;C. CARLOS CLIMENT GONZALEZ (JURISTA)
"LINESTRING (724471.665 4375151.298,724486.973 4375164.171)";81614;0;0;0;0;C;CARLOS CLIMENT GONZALEZ (JURISTA);0.00000;C. CARLOS CLIMENT GONZALEZ (JURISTA)
"LINESTRING (724534.055 4375203.764,724579.335 4375243.22,724609.281 4375267.023,724652.178 4375303.096)";81614;0;0;0;0;C;CARLOS CLIMENT GONZALEZ (JURISTA);0.00000;C. CARLOS CLIMENT GONZALEZ (JURISTA)
"LINESTRING (724486.973 4375164.171,724534.055 4375203.764)";81614;13;15;14;14;C;CARLOS CLIMENT GONZALEZ (JURISTA);0.00000;C. CARLOS CLIMENT GONZALEZ (JURISTA)
